user_id,item_id,rating,timestamp,timestamp_seconds
102,435,4.471532807151039,2025-02-12 21:33:39.852574,0.0
801,113,4.655679483251606,2025-02-12 21:33:39.852574,0.0
515,280,5.0,2025-02-12 21:33:39.852574,0.0
332,232,3.1082673977520514,2025-02-12 21:33:39.852574,0.0
698,243,4.5708411835003275,2025-02-12 21:33:39.852574,0.0
745,292,3.2877839063270757,2025-02-12 21:33:39.852574,0.0
35,281,1.2299294571618726,2025-02-12 21:33:39.852574,0.0
922,466,5.0,2025-02-12 21:33:39.852574,0.0
554,465,4.117822416830251,2025-02-12 21:33:39.852574,0.0
843,406,1.8935336788793822,2025-02-12 21:33:39.852574,0.0
887,148,4.333369751451954,2025-02-12 21:33:39.852574,0.0
203,44,4.3673602004308565,2025-02-12 21:33:39.852574,0.0
109,65,3.8294672768903695,2025-02-12 21:33:39.852574,0.0
576,401,3.7523949682725894,2025-02-12 21:33:39.852574,0.0
44,461,3.8938626189976615,2025-02-12 21:33:39.852574,0.0
412,448,5.0,2025-02-12 21:33:39.852574,0.0
445,261,1.0,2025-02-12 21:33:39.852574,0.0
814,283,3.852527704528438,2025-02-12 21:33:39.852574,0.0
558,446,4.136052202253718,2025-02-12 21:33:39.852574,0.0
806,385,2.2920972792605485,2025-02-12 21:33:39.852574,0.0
840,316,2.4956644624736524,2025-02-12 21:33:39.852574,0.0
796,92,4.251465739937489,2025-02-12 21:33:39.852574,0.0
268,281,2.183778574170262,2025-02-12 21:33:39.852574,0.0
453,483,5.0,2025-02-12 21:33:39.852574,0.0
688,448,1.10681425979257,2025-02-12 21:33:39.852574,0.0
383,354,3.8285516169200067,2025-02-12 21:33:39.852574,0.0
586,309,5.0,2025-02-12 21:33:39.852574,0.0
380,140,4.12132339737381,2025-02-12 21:33:39.852574,0.0
571,462,1.906303153566477,2025-02-12 21:33:39.852574,0.0
576,457,5.0,2025-02-12 21:33:39.852574,0.0
334,113,4.521341325692588,2025-02-12 21:33:39.852574,0.0
923,409,2.0029136926259667,2025-02-12 21:33:39.852574,0.0
132,471,1.0,2025-02-12 21:33:39.852574,0.0
431,477,2.5650496030855474,2025-02-12 21:33:39.852574,0.0
231,171,4.950908037781527,2025-02-12 21:33:39.852574,0.0
16,433,1.4420875609450365,2025-02-12 21:33:39.852574,0.0
523,486,5.0,2025-02-12 21:33:39.852574,0.0
645,420,2.1004757248957904,2025-02-12 21:33:39.852574,0.0
764,19,2.5874511438289365,2025-02-12 21:33:39.852574,0.0
611,384,2.819854464612701,2025-02-12 21:33:39.852574,0.0
529,4,4.500727669053572,2025-02-12 21:33:39.852574,0.0
267,351,5.0,2025-02-12 21:33:39.852574,0.0
804,63,4.000813971542031,2025-02-12 21:33:39.852574,0.0
589,230,5.0,2025-02-12 21:33:39.852574,0.0
883,50,3.645557353442395,2025-02-12 21:33:39.852574,0.0
935,101,1.1650495125836398,2025-02-12 21:33:39.852574,0.0
703,467,1.0,2025-02-12 21:33:39.852574,0.0
288,36,5.0,2025-02-12 21:33:39.852574,0.0
527,34,5.0,2025-02-12 21:33:39.852574,0.0
776,71,5.0,2025-02-12 21:33:39.852574,0.0
387,3,5.0,2025-02-12 21:33:39.852574,0.0
879,184,5.0,2025-02-12 21:33:39.852574,0.0
107,483,2.5524832472048358,2025-02-12 21:33:39.852574,0.0
130,258,5.0,2025-02-12 21:33:39.852574,0.0
599,441,5.0,2025-02-12 21:33:39.852574,0.0
706,200,3.8254860095365406,2025-02-12 21:33:39.852574,0.0
797,96,2.4328172741648806,2025-02-12 21:33:39.852574,0.0
187,195,5.0,2025-02-12 21:33:39.852574,0.0
246,145,2.166324709345185,2025-02-12 21:33:39.852574,0.0
100,167,3.4807672537802334,2025-02-12 21:33:39.852574,0.0
203,86,2.811322531010356,2025-02-12 21:33:39.852574,0.0
260,211,1.26621788998238,2025-02-12 21:33:39.852574,0.0
951,424,3.313824333722842,2025-02-12 21:33:39.852574,0.0
18,216,1.0,2025-02-12 21:33:39.852574,0.0
755,369,1.786574496312141,2025-02-12 21:33:39.852574,0.0
346,174,1.3000915465079266,2025-02-12 21:33:39.852574,0.0
580,212,5.0,2025-02-12 21:33:39.852574,0.0
70,201,3.3868082401389947,2025-02-12 21:33:39.852574,0.0
184,194,2.469528916604399,2025-02-12 21:33:39.852574,0.0
511,111,4.526764786536655,2025-02-12 21:33:39.852574,0.0
690,154,1.023330677879314,2025-02-12 21:33:39.852574,0.0
328,383,1.4610569298075191,2025-02-12 21:33:39.852574,0.0
808,230,1.0,2025-02-12 21:33:39.852574,0.0
100,113,5.0,2025-02-12 21:33:39.852574,0.0
575,416,4.0519589149845565,2025-02-12 21:33:39.852574,0.0
670,290,5.0,2025-02-12 21:33:39.852574,0.0
137,463,1.4531873804136297,2025-02-12 21:33:39.852574,0.0
12,188,5.0,2025-02-12 21:33:39.852574,0.0
237,381,3.912848802636608,2025-02-12 21:33:39.852574,0.0
697,168,3.5458854325835003,2025-02-12 21:33:39.852574,0.0
830,479,5.0,2025-02-12 21:33:39.852574,0.0
209,343,2.99183871646809,2025-02-12 21:33:39.852574,0.0
176,233,3.8261184763381966,2025-02-12 21:33:39.852574,0.0
106,73,2.384940904713282,2025-02-12 21:33:39.852574,0.0
705,245,3.1901492791332346,2025-02-12 21:33:39.852574,0.0
903,31,3.7047284146993342,2025-02-12 21:33:39.852574,0.0
969,253,3.8502465652285376,2025-02-12 21:33:39.852574,0.0
125,464,3.6568354729181003,2025-02-12 21:33:39.852574,0.0
689,436,3.7925001152624436,2025-02-12 21:33:39.852574,0.0
596,113,5.0,2025-02-12 21:33:39.852574,0.0
566,247,1.5157241898943716,2025-02-12 21:33:39.852574,0.0
41,213,3.5954162286519233,2025-02-12 21:33:39.852574,0.0
605,428,3.4728767385037824,2025-02-12 21:33:39.852574,0.0
96,493,3.5103215736955296,2025-02-12 21:33:39.852574,0.0
278,449,4.2112869754125475,2025-02-12 21:33:39.852574,0.0
870,54,5.0,2025-02-12 21:33:39.852574,0.0
881,263,5.0,2025-02-12 21:33:39.852574,0.0
410,324,4.095005867459539,2025-02-12 21:33:39.852574,0.0
171,170,1.813950775257874,2025-02-12 21:33:39.852574,0.0
302,219,2.353297570138431,2025-02-12 21:33:39.852574,0.0
